file,materials_link,link1,link2,link3,link4,link5,link6,link7,link8,link9,link10,link11,link12,link13,link14,link15,link16,link17,link18,n_links
events/events/2022-11-25-idea-open-science-perspectives.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2022-12-16-positionality-author-transparency.qmd,https://doi.org/10.1177/1745691620927709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-01-17-theoriebildung-psychologie.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-01-26-reproducible-research-in-r.qmd,https://aaronpeikert.github.io/repro-workshop/,https://aaronpeikert.github.io/repro-workshop/,https://aaronpeikert.github.io/repro-workshop/,https://doi.org/10.3390/psych3040053,https://doi.org/10.3390/psych3040053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
events/events/2023-01-27-preregistration-ideal-warrant.qmd,https://aaronpeikert.github.io/bayes-prereg/manuscript.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-02-10-animal-research-open-science.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-02-10-forschungsdaten-datenschutz.qmd,https://osf.io/xpj38/,https://www.tutorialspoint.com/r/index.htm</p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
events/events/2023-02-13-research-data-management-events.qmd,x,https://lmu-munich.zoom.us/meeting/register/tJEtdemgqD0pHdIC7dQRgnr9IQmL6YtmcG7-,https://lmu-munich.zoom.us/meeting/register/tJEtdemgqD0pHdIC7dQRgnr9IQmL6YtmcG7-,https://lmu-munich.zoom.us/meeting/register/tJUkdumvqT8vGtZxmnvmCYA6Tt5ybt7spyL-,https://lmu-munich.zoom.us/meeting/register/tJUkdumvqT8vGtZxmnvmCYA6Tt5ybt7spyL-,https://ub.fau.de/schulungen/a-short-introduction-to-data-publishing-and-data-journals/,https://www.studon.fau.de/studon/ilias.php?baseClass=ilrepositorygui&cmd=infoScreenGoto&ref_id=4923482,https://www.studon.fau.de/studon/ilias.php?baseClass=ilrepositorygui&cmd=infoScreenGoto&ref_id=4923482,https://lmu-munich.zoom.us/meeting/register/tJMuf-mrrzoiGdZFwCNMHVT7tm2qVnE0mb6c,https://lmu-munich.zoom.us/meeting/register/tJMuf-mrrzoiGdZFwCNMHVT7tm2qVnE0mb6c,https://lmu-munich.zoom.us/meeting/register/tJEsce6gqT4sG9SVj8Wu2L8J51YfyP6Eu4K1,https://lmu-munich.zoom.us/meeting/register/tJEsce6gqT4sG9SVj8Wu2L8J51YfyP6Eu4K1,NA,NA,NA,NA,NA,NA,NA,11
events/events/2023-02-27-credible-research-introduction.qmd,https://osf.io/nd9ga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-03-07-git-github-version-control.qmd,https://github.com/MalikaIhle/Introduction-RStudio-Git-GitHub,https://github.com/lmu-osc/Introduction-RStudio-Git-GitHub,https://github.com/lmu-osc/Introduction-RStudio-Git-GitHub,https://github.com/lmu-osc/Collaborative-RStudio-GitHub,https://github.com/lmu-osc/Collaborative-RStudio-GitHub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
events/events/2023-03-10-clinical-studies-reporting.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-03-13-responsible-procedures-research-assess.qmd,https://osf.io/eqkjz/,https://doi.org/10.23668/psycharchives.8162,https://doi.org/10.23668/psycharchives.8162,https://sfdora.org/,https://sfdora.org/,https://www.coara.org/,https://www.coara.org/,https://doi.org/10.31234/osf.io/5yexm,https://doi.org/10.31234/osf.io/5yexm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
events/events/2023-03-31-clinical-studies-reporting.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-05-05-welcome-open-science-universe.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-05-11-methodology-hypocrisy-psychology.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-05-19-working-conditions-research-quality.qmd,https://doi.org/10.1038/s41562-022-01508-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-06-02-generalizability-crisis-statistics.qmd,https://doi.org/10.1017/S0140525X20001685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-06-07-registered-reports-submission-experience.qmd,https://osf.io/6vhsw/,https://www.cos.io/initiatives/registered-reports,https://www.cos.io/initiatives/registered-reports,https://rr.peercommunityin.org/,https://rr.peercommunityin.org/,https://mgto.org/core-team/,https://mgto.org/core-team/,https://mgto.org/resources/,https://mgto.org/resources/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
events/events/2023-06-09-registered-reports-debate.qmd,https://www.nature.com/articles/s41562-021-01193-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-06-23-theoretical-frameworks-psychology.qmd,https://www.nature.com/articles/s41562-018-0522-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-07-04-offene-wissenschaft-geisteswissenschaften.qmd,https://osf.io/8dmz2/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-07-05-why-and-how.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-07-14-statistical-routines.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-07-19-reform-research-assessment.qmd,x,https://osf.io/eqkjz/,https://osf.io/eqkjz/,https://doi.org/10.23668/psycharchives.8162,https://doi.org/10.23668/psycharchives.8162,https://doi.org/10.31234/osf.io/5yexm,https://doi.org/10.31234/osf.io/5yexm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
events/events/2023-09-11-julia-scientific-computing.qmd,x,https://www.mpib-berlin.mpg.de/person/103737/2549,https://www.mpib-berlin.mpg.de/staff/maximilian-ernst,https://www.mps-ucl-centre.mpg.de/people/126423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
events/events/2023-09-11-open-research-summer-school.qmd,https://osf.io/nymr5/,https://malikaihle.github.io/OSC-Open-Research-Summer-School-2023/,https://malikaihle.github.io/OSC-Open-Research-Summer-School-2023/,https://tellmi.psy.lmu.de/formr/OSC-Summer-School-2023,https://tellmi.psy.lmu.de/formr/OSC-Summer-School-2023,https://www.pretix.osc.lmu.de/lmu-osc/lectures/,https://www.pretix.osc.lmu.de/lmu-osc/lectures/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
events/events/2023-10-05-biometric-society-open-research.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-10-13-lmu-services.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-10-27-welcome-open-science-universe.qmd,https://doi.org/10.1038/s41562-016-0021,https://lists.lrz.de/mailman/listinfo/reproducibilitea,https://lists.lrz.de/mailman/listinfo/reproducibilitea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2023-11-03-uncertainty-data-analysis.qmd,https://doi.org/10.1177/09637214231168565 ,https://lists.lrz.de/mailman/listinfo/reproducibilitea,https://lists.lrz.de/mailman/listinfo/reproducibilitea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2023-11-10-machine-learning-medicine-open-sci.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-11-17-open-access-knowledge.qmd,https://doi.org/10.12688/f1000research.8460.3,https://lists.lrz.de/mailman/listinfo/reproducibilitea,https://lists.lrz.de/mailman/listinfo/reproducibilitea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2023-12-01-operationalization-reproducibility.qmd,https://doi.org/10.1098/rsos.191354,https://lists.lrz.de/mailman/listinfo/reproducibilitea,https://lists.lrz.de/mailman/listinfo/reproducibilitea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2023-12-08-metascience.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2023-12-15-power-preregistration.qmd,https://doi.org/10.1038/s41562-022-01497-2,https://lists.lrz.de/mailman/listinfo/reproducibilitea,https://lists.lrz.de/mailman/listinfo/reproducibilitea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-01-08-review-open-science-perspective.qmd,https://osf.io/82j4x/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-01-12-next-steps.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-01-12-replication-crisis-positive.qmd,https://doi.org/10.1038/s44271-023-00003-2,https://lists.lrz.de/mailman/listinfo/reproducibilitea,https://lists.lrz.de/mailman/listinfo/reproducibilitea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-01-15-git-github-version-control.qmd,https://github.com/lmu-osc/Introduction-RStudio-Git-GitHub,https://github.com/lmu-osc/Introduction-RStudio-Git-GitHub,https://github.com/lmu-osc/Introduction-RStudio-Git-GitHub,https://github.com/lmu-osc/Collaborative-RStudio-GitHub,https://github.com/lmu-osc/Collaborative-RStudio-GitHub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
events/events/2024-01-29-code-readability-improvement.qmd,x,https://osf.io/yprsq/,https://osf.io/yprsq/,https://github.com/OxfordCodeReviewNet/forum/blob/master/guidelines_for_reviewers.md,https://doi.org/10.3233/JNR-220002,https://doi.org/10.3233/JNR-220002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
events/events/2024-02-06-robustheit-wissenschaft.qmd,x,https://meta-rep.de/badw/,https://meta-rep.de/badw/,https://badw.de,https://badw.de,https://www.meta-rep.uni-muenchen.de/index.html,https://www.meta-rep.uni-muenchen.de/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
events/events/2024-02-07-ethikantrag-psychologische-studie.qmd,https://osf.io/wyz9h/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-02-09-protocols-io.qmd,https://osf.io/kyvut/files/p53wt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-02-23-narrative-theories-formalization.qmd,https://osf.io/v593f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-02-26-version-control.qmd,x,https://malikaihle.github.io/Introduction-RStudio-Git-GitHub/,https://malikaihle.github.io/Introduction-RStudio-Git-GitHub/,https://malikaihle.github.io/Collaborative-RStudio-GitHub/,https://malikaihle.github.io/Collaborative-RStudio-GitHub/,https://happygitwithr.com/,https://happygitwithr.com/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
events/events/2024-03-06-reproducible-manuscripts-quarto.qmd,https://lmu-osc.github.io/introduction-to-Quarto/,https://lmu-osc.github.io/introduction-to-Quarto/,https://lmu-osc.github.io/introduction-to-Quarto/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-03-08-chatgpt-and-science.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-03-14-transparency-preregistration-multiverse.qmd,https://osf.io/7qr4x/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-03-15-multiverse-analysis-visualization-r.qmd,https://osf.io/7qr4x/,https://www.pretix.osc.lmu.de/lmu-osc/multiverse-L/,https://www.pretix.osc.lmu.de/lmu-osc/multiverse-L/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-03-25-reproducible-manuscripts.qmd,x,https://lmu-osc.github.io/introduction-to-Quarto/,https://lmu-osc.github.io/introduction-to-Quarto/,https://osf.io/mfe37,https://osf.io/mfe37,https://plain-text.co/,https://osf.io/ngd9t,https://osf.io/ngd9t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
events/events/2024-04-12-future-topics.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-04-22-reproducible-computational-environment.qmd,x,https://osf.io/xp9zn/,https://osf.io/xp9zn/,https://quarto.org/docs/projects/binder.html,https://quarto.org/docs/projects/binder.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
events/events/2024-04-23-auftaktveranstaltung.qmd,x,https://www.osc.uni-muenchen.de/meetups/reproducibilitea/index.html,https://lists.lrz.de/mailman/listinfo/reproducibilitea,https://lists.lrz.de/mailman/listinfo/reproducibilitea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
events/events/2024-04-24-past-present-prospects.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-04-30-fair-data-documentation-social-sci.qmd,https://osf.io/3fzyj,https://dmptool.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
events/events/2024-05-07-data-sharing-publication-workshop.qmd,x,https://lmu-munich.zoom-x.de/meeting/register/u50td-msqDoqGtCDKeUiKK0Vj8h4l-nOfmwr,https://lmu-munich.zoom-x.de/meeting/register/u50td-msqDoqGtCDKeUiKK0Vj8h4l-nOfmwr,https://www.zbmed.de/,https://www.zbmed.de/,https://www.ub.uni-muenchen.de/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
events/events/2024-05-08-open-science.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-05-10-predatory-journals.qmd,https://osf.io/kyvut/files/rv5p7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-05-10-quality-scholarly-publishing-facets.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-05-13-hype-and-reality.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-05-15-data-management-plans-workshop.qmd,x,https://lmu-munich.zoom-x.de/meeting/register/u5Iud--pqjopHtBAvXEygQCTOKQk59nSdDJk,https://www.zbmed.de/,https://www.zbmed.de/,https://www.ub.uni-muenchen.de/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
events/events/2024-05-15-democratize-open-science-lmu.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-05-22-open-access.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
